Date,Open,High,Low,Close,Volume,Adj Close
2013-07-22,1.98,2.00,1.88,1.89,8817700,1.89
2013-07-19,2.10,2.14,1.96,1.98,11678700,1.98
2013-07-18,2.11,2.11,2.02,2.05,9503000,2.05
2013-07-17,2.22,2.25,2.12,2.12,9105200,2.12
2013-07-16,2.16,2.31,2.16,2.26,7866600,2.26
2013-07-15,2.23,2.27,2.14,2.16,8213400,2.16
2013-07-12,2.22,2.30,2.19,2.26,6782800,2.26
2013-07-11,2.22,2.27,2.19,2.21,9845100,2.21
2013-07-10,2.41,2.42,2.34,2.36,11925900,2.36
2013-07-09,2.37,2.43,2.33,2.41,16320600,2.41
2013-07-08,2.58,2.60,2.46,2.48,14986500,2.48
2013-07-05,2.83,2.92,2.69,2.69,15641500,2.69
2013-07-03,3.11,3.13,2.94,2.97,7921800,2.97
2013-07-02,3.01,3.11,2.89,3.03,9449000,3.03
2013-07-01,3.05,3.06,2.84,2.95,12302400,2.95
2013-06-28,3.27,3.33,3.04,3.12,13275100,3.12
2013-06-27,3.27,3.33,3.17,3.17,10910200,3.17
2013-06-26,3.42,3.55,3.40,3.43,12186300,3.43
2013-06-25,3.57,3.72,3.55,3.60,13064400,3.60
2013-06-24,3.77,3.90,3.58,3.80,25665700,3.80
2013-06-21,3.44,3.81,3.36,3.42,23963900,3.42
2013-06-20,3.24,3.85,3.20,3.66,31769000,3.66
2013-06-19,3.08,3.11,2.76,3.00,20066500,3.00
2013-06-18,3.09,3.12,3.02,3.03,8988800,3.03
2013-06-17,3.06,3.21,3.02,3.09,9470000,3.09
2013-06-14,3.10,3.24,2.95,3.21,14067000,3.21
2013-06-13,3.38,3.45,3.03,3.08,14227800,3.08
2013-06-12,2.88,3.42,2.87,3.34,16834100,3.34
2013-06-11,2.92,3.06,2.81,3.01,13104400,3.01
2013-06-10,2.69,2.78,2.68,2.71,6456000,2.71
2013-06-07,2.85,2.94,2.74,2.75,11349600,2.75
2013-06-06,3.12,3.39,3.01,3.01,13837600,3.01
